gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,AvgMonthlyCharge,NumServices,HasFamily,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_13-24m,TenureGroup_25-48m,TenureGroup_49-72m
1,0,1,1,0.43281069256250915,1,1,0.47820892612887816,0.5661756794693219,0,0.7202356787159387,1.2340265327849944,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0
1,0,0,0,0.5956921474426305,1,1,1.2742096892084507,1.1497343395575013,0,1.4019721340364173,1.2340265327849944,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
1,0,0,0,-1.1145631287986442,1,1,-0.02697736192162338,-0.8670218009090334,0,-0.19881838180041214,0.369182623097476,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1.2064976032430856,1,1,-1.2949284730483754,-0.31736839751381274,0,-1.122776674518825,-0.9280832414338016,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
0,0,1,1,-0.6666391278783103,1,1,0.8205391081630994,-0.37635516159772414,1,0.8209578532755083,0.369182623097476,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,1,1,0,-1.0331224013585834,1,1,1.0249401391835322,-0.7230843904200573,1,0.703346049240408,0.369182623097476,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,1,1,-0.748079855318371,1,0,-1.303237458049206,-0.8430432621808315,0,-1.122599800570554,-0.9280832414338016,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
1,0,1,1,1.125056875803025,1,0,0.8703930181680831,1.3986081886205857,1,0.9935981491688513,0.369182623097476,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,1,1,0.06632741908223598,0,1,-0.6617838159850825,-0.37090649640373535,0,-0.5855324609953263,-0.06323933174628321,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
0,0,1,0,0.7178532386027215,1,0,1.4553455622265583,1.4680069768808643,1,1.6691862491974077,1.6664484876287537,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1
1,0,1,1,0.22920887396235737,1,0,-1.3198554280508674,-0.5820808765739984,0,-1.1263141534842465,-0.9280832414338016,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0
0,0,1,1,1.5322605130033284,1,0,0.31036742911209936,1.2966497654359044,0,0.47425036998133285,1.2340265327849944,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1
0,0,1,1,0.18848851024232702,1,1,0.7989357471609396,0.46644525298339706,0,0.9447394589457818,0.369182623097476,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,1,0,0,-1.1552834925186746,1,1,0.46823814412788106,-0.8781838437760712,1,-0.017142826051270176,-0.49566128659004244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1.125056875803025,1,1,0.9468356801757247,1.5402955430375502,0,1.166143632037567,0.8016045779412352,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,1,1,1.2064976032430856,1,0,0.22063039110312907,0.9723769785871769,0,0.39800113924074493,0.8016045779412352,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1
1,0,0,0,-1.2774445836787656,1,0,-0.6767399889865777,-0.9877748101069879,1,-1.2087946373030092,-0.9280832414338016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0.14776814652229667,1,1,0.47987072312904416,0.2522046199306866,0,0.5924746077620856,1.2340265327849944,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
1,0,0,0,0.47353105628253944,1,0,-1.4744025490663168,-0.6078462245358565,0,-1.27685469216273,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0
0,1,0,0,0.9214550572028734,1,1,1.1711782751981514,1.423270567919693,1,1.2879176996356616,0.8016045779412352,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1
0,0,1,0,1.6137012404433893,1,1,1.3373579752147637,2.3411610890608867,0,1.471106500377974,1.2340265327849944,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1
0,0,1,1,-0.8295205827584317,1,0,-1.4943441130683104,-0.9060668915704106,1,-1.357536824118302,-1.360505196277561,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0,0,0,0,-0.7888002190384014,0,1,-1.127086976031597,-0.8334915535614098,0,-1.0137911093341465,-0.9280832414338016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,-1.2774445836787656,1,1,0.8354952811645946,-0.9677007804449238,1,-0.46319291271618124,-0.06323933174628321,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,1,1,-0.7073594915983407,1,0,-1.4694171580658184,-0.8767941032610052,0,-1.3301597531869913,-1.360505196277561,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
0,0,0,0,1.3286586944031769,1,1,0.6676537841478158,1.4011670759181674,0,0.7745109158104045,1.6664484876287537,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,1,-0.8295205827584317,0,0,-1.0506443140239554,-0.8111454084540791,0,-0.815132053045247,-0.49566128659004244,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,1,0,1.6137012404433893,1,1,0.9052907551715716,1.9848360328726218,0,1.1085081364685647,2.098870442472513,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1
0,0,1,1,1.6137012404433893,1,0,0.8321716871642622,1.8649653986048678,0,0.9865271106848876,2.098870442472513,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1
0,0,1,1,1.6137012404433893,1,1,1.6963061272506461,2.7323620143653313,0,1.8691947431545148,2.098870442472513,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,1,0.7992939660427822,1,1,0.677624566148813,0.9611487576003741,0,0.822711119030291,1.6664484876287537,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,-1.2367242199587352,1,0,-1.3265026160515319,-0.9800099107212226,0,-1.2590476473117915,-0.9280832414338016,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,-1.1145631287986442,1,1,-0.013682985920294679,-0.8517787739898175,0,-0.01009648008264753,0.369182623097476,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1.4508197855632678,1,0,-1.4710789550659844,-0.37871551453601077,0,-1.2595701266219017,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
0,0,0,1,1.2064976032430856,1,1,1.1761636661986499,1.8222584519831577,1,1.400122110570126,0.8016045779412352,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1
1,0,0,0,1.6137012404433893,1,0,0.7075369121518029,1.7763749556127255,0,0.8963769819496569,1.6664484876287537,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1
1,0,0,0,-1.2774445836787656,1,0,-0.46402997296531395,-0.9849512103303459,1,-1.1039187903281587,-0.49566128659004244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,1.369379058123207,1,0,0.8055829351616043,1.5950248480832436,0,0.9489867814258182,0.8016045779412352,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1,0,1,1,1.6137012404433893,0,1,0.001273187081200524,1.0749310048497438,0,0.18258370667005583,1.2340265327849944,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1
1,0,0,0,-0.2594354906780068,1,0,-1.4943441130683104,-0.8056085057670702,0,-1.3812814180336372,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,1,1,1.2879383306831464,1,0,0.9518210711762233,1.56136224449609,0,0.9992957312400818,0.8016045779412352,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,0,-0.5037576729981889,1,1,0.2954112561106046,-0.36168567838313886,1,0.3476440857329791,-0.49566128659004244,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,-1.1960038562387048,1,1,1.0083221691818711,-0.8717425067856065,1,0.5822881868143596,0.369182623097476,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1,0,0,0,-0.4223169455581282,1,1,0.9933659961803764,-0.07886245388058541,1,1.062494170924749,0.369182623097476,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1,0,1,0,-1.1552834925186746,1,1,0.5264010391336954,-0.8665585540706779,1,0.15557458443543665,-0.06323933174628321,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,1.2064976032430856,0,1,-0.8562140650045189,0.023890106741276496,0,-0.7203884422021244,-0.49566128659004244,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
0,0,0,0,-1.1145631287986442,1,1,-1.4710789550659844,-0.9613476809474794,0,-1.3666546361349456,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1,0,1,0,1.0843365120829946,1,0,0.6909189421501416,1.2359203108648464,1,0.8410092541041404,-0.06323933174628321,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
1,0,0,1,-1.1960038562387048,1,1,-1.2749869090463821,-0.9538695534140292,0,-0.9429179783706734,-0.9280832414338016,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,1.6137012404433893,1,1,1.111353583192171,2.087963602839819,0,1.2134513266670717,1.2340265327849944,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1,0,1,1,1.002895784642934,1,1,1.0897502221900113,1.4624038960740904,0,1.2268564984749848,0.8016045779412352,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1
1,0,0,1,1.369379058123207,1,0,-1.4893587220678117,-0.447452521598639,0,-1.3155782072405553,-1.360505196277561,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,1.125056875803025,0,1,-0.46402997296531395,0.32828739828723513,1,-0.3098281047296492,-0.06323933174628321,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1,0,0,1,0.5142514200025698,1,0,1.1612074931971548,1.0372535953301774,0,1.3654727981397976,0.8016045779412352,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,0,-1.1960038562387048,0,1,-0.9958050130184734,-0.9570902219092615,0,-1.0027299848485178,-0.9280832414338016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,-0.7073594915983407,1,0,1.3406815692150957,-0.30907407316992697,1,1.3056652446106187,1.2340265327849944,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0,0,0,1,0.758573602322752,0,0,-0.15327393393424887,0.3501702965562104,0,0.002949974438863262,0.8016045779412352,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
0,0,0,0,1.125056875803025,1,0,-0.00038860991896550476,0.7748132317152583,0,0.23394671454927599,0.8016045779412352,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1,0,0,0,0.025607055362205634,1,1,-0.33607160395252245,-0.27269816667240643,0,-0.33123056482227475,-0.06323933174628321,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-0.9109613101984924,1,1,1.506861269231708,-0.5470726512182889,1,1.17206585467435,1.6664484876287537,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
1,1,0,0,-0.2594354906780068,1,0,-1.5109620830699715,-0.7849168136538657,0,-1.3243522835067798,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,-1.0738427650786138,1,0,0.6360796411446599,-0.7878507102967828,1,0.3931371056632903,-0.06323933174628321,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,1.4100994218432374,1,1,1.5450826002355291,2.3066822886632976,0,1.68399064456924,1.6664484876287537,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1
0,0,1,1,0.6771328748826912,0,1,-0.9625690730151509,-0.2211674707486903,0,-0.768316080008637,-0.49566128659004244,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1,0,0,0,-1.2774445836787656,1,1,-1.4860351280674797,-0.9985177248821804,0,-1.6078144613401357,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
0,1,0,0,-1.0331224013585834,1,1,0.6510358141461546,-0.738393595459038,0,0.5611901160362158,-0.06323933174628321,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0,0,-0.21871512695797646,1,1,1.5201556452330371,0.2533737667132025,0,1.408419579614019,1.6664484876287537,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0
1,0,1,1,0.18848851024232702,1,0,0.8787020031689138,0.4254148187290683,0,0.8645301351903452,-0.06323933174628321,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0
0,0,1,1,1.247217966963116,1,1,1.1894580421999785,1.7347709776537668,1,1.2464421405938149,1.2340265327849944,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,0,1,1,-0.055833672077855064,1,0,0.8155537171626008,0.23810868042073183,0,0.9548842134691509,0.8016045779412352,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,0,1,1,0.7178532386027215,1,1,1.2991366442109427,1.206471047569401,1,1.2882401579799354,1.2340265327849944,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,1,0,0,-0.015113308357824713,1,1,0.5430190091353566,0.1482167344065438,0,0.6649176420066663,-0.06323933174628321,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,-1.2774445836787656,0,0,-1.3348116010523623,-0.9965103219159741,1,-1.533254288881453,-1.360505196277561,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,1.247217966963116,1,1,0.5463426031356892,1.1831763494121048,0,0.6062027476235665,-0.06323933174628321,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1,0,0,0,-0.0965540357978854,1,1,0.9817334171792131,0.1748865166718574,0,0.8966514236890754,0.8016045779412352,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0,1,0,1.5729808767233588,1,1,1.7062769092516428,2.6591469545319346,0,1.8465109888786002,2.098870442472513,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,0.8400143297628127,1,0,1.3556377422165908,1.4995739400087915,0,1.5123026782027402,1.2340265327849944,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
0,0,0,0,-0.8295205827584317,1,1,1.1346187411944968,-0.5128144445532499,1,0.8896046710988378,0.8016045779412352,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1,0,1,0,0.7178532386027215,1,1,0.9850570111795457,1.161028738664069,0,1.2220501320092885,0.8016045779412352,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,0,0,0,-1.2367242199587352,1,0,-1.504314895069307,-0.9952088188939281,0,-1.635398994008,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,-0.9516816739185228,1,0,1.114677177192503,-0.599926909537306,1,1.0902805705987917,0.8016045779412352,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1,0,0,0,-0.62591876415828,1,0,0.966777244177718,-0.29014713091712363,1,1.0235496714385792,0.369182623097476,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
0,0,1,0,0.9621754209229036,1,1,1.3572995392167568,1.670048776523551,0,1.5529647485629483,1.2340265327849944,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1
1,0,1,1,1.4100994218432374,1,0,0.5513279941361872,1.374431115533089,0,0.6655719476473292,1.2340265327849944,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1
1,1,0,0,-0.9516816739185228,1,1,1.1877962451998125,-0.6020887281162975,1,1.074221456530768,0.8016045779412352,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1,0,0,0,-1.1552834925186746,1,1,-0.2779087089467081,-0.903750657378634,0,-0.396990034313307,-0.49566128659004244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,-0.5444780367182193,1,1,0.019552954083027783,-0.46388675467362556,0,0.08224342580849024,0.369182623097476,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
0,0,0,1,-0.9924020376385531,1,0,-1.4893587220678117,-0.9319645957717988,0,-1.3140346365243,-1.360505196277561,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,1.5729808767233588,1,1,1.5450826002355291,2.5151433659231937,0,1.6979368723308954,1.6664484876287537,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,1,0,0,-0.9109613101984924,1,1,0.2688225041079463,-0.7035397857161135,1,0.11541190212802226,-0.49566128659004244,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,-0.7073594915983407,1,0,0.8055829351616043,-0.43898172226871307,0,0.7025267066859168,0.369182623097476,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,0,1,1,1.6137012404433893,1,1,1.3739175092184182,2.4552962862823366,0,1.5872511134447285,1.2340265327849944,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1
1,0,0,0,-0.8295205827584317,1,0,-1.4860351280674797,-0.8895664803756591,0,-1.2632494040014892,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,1,1,1.6137012404433893,1,1,-1.3148700370503688,-0.21371140258849503,0,-1.1287459921162974,-0.9280832414338016,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
1,1,1,0,-1.2774445836787656,1,1,0.2920876621102721,-0.9749141954993139,1,-0.7311179280347448,-0.49566128659004244,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,-0.38159658183809786,1,1,0.35357415111641893,-0.28224987529182816,0,0.308013266698491,-0.49566128659004244,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,1.6137012404433893,0,1,0.02620014208369237,1.1136231455390408,0,0.22195704476806252,1.2340265327849944,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,-0.2594354906780068,1,1,0.5297246331340278,-0.03983942259246312,0,0.7255820957886783,-0.06323933174628321,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,-0.46303730927815856,1,1,1.3224018022132684,-0.019368324211808723,0,1.39969411344931,1.2340265327849944,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0
1,0,1,0,1.125056875803025,1,0,-1.3497677740538576,-0.3429793298628857,0,-1.127290200898886,-0.9280832414338016,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,-0.8295205827584317,1,0,-1.4727407520661506,-0.8947063143440778,0,-1.292619683262475,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1,0,1,0,-0.6666391278783103,1,1,0.35357415111641893,-0.4826151625671336,0,0.3566316079833625,-0.49566128659004244,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,0,1.247217966963116,1,1,0.4964886931307054,1.104225852532404,0,0.5145644037947111,1.2340265327849944,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
0,1,0,0,-0.4223169455581282,1,0,0.5629605731373504,-0.2040052783562882,0,0.6583089264353962,-0.06323933174628321,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,1,-0.015113308357824713,1,0,0.38348649711940885,0.05331731066346725,0,0.451292692344826,1.2340265327849944,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,1,0,0,-1.1960038562387048,1,1,0.48651791112970877,-0.9168980438386232,1,-0.25630891770719877,-0.06323933174628321,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,-0.7888002190384014,1,1,0.544680806135523,-0.5872207105424171,1,0.29294321614267393,-0.06323933174628321,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,1,1.4508197855632678,1,1,1.2958130502106107,2.0983535676429312,0,1.407235519359289,1.2340265327849944,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1
0,0,1,1,-0.0965540357978854,1,0,0.720831288153132,0.11239231224039872,0,0.746896749052104,-0.06323933174628321,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
0,0,0,0,-0.6666391278783103,1,0,0.3436033691154218,-0.47226931651053145,0,0.40184003834292575,-0.49566128659004244,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0.025607055362205634,1,0,0.5264010391336954,0.1622685551699886,0,0.619110405145603,-0.06323933174628321,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,0,1.6137012404433893,1,0,-1.5109620830699715,-0.43170212909455796,0,-1.350574570841784,-1.360505196277561,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
0,1,0,0,-1.1552834925186746,1,1,0.6593447991469852,-0.8484919273748203,1,0.42399120528669504,-0.06323933174628321,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,-0.8295205827584317,0,1,-1.03568814102246,-0.8152484518795119,0,-0.8385778553737593,-0.49566128659004244,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,1,1,0,-1.1552834925186746,1,1,0.6144762801425001,-0.8714557349332914,0,0.08281696559663412,-0.06323933174628321,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,1,1,-1.318164947398796,1,0,0.534710024134526,,0,,1.2340265327849944,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,0,-1.0738427650786138,1,1,0.4748853321285456,-0.8156675799713573,1,0.09793968817381118,-0.06323933174628321,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,1.3286586944031769,1,1,1.438727592224897,2.133405911745151,0,1.598670211379341,1.6664484876287537,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1
0,0,0,0,-0.7073594915983407,1,0,-1.491020519067978,-0.8659850103660475,0,-1.2799750217244164,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
0,0,0,1,-0.3408762181180675,1,0,-1.4527991880641573,-0.7728503364833722,0,-1.2395363699475122,-1.360505196277561,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
0,0,0,1,-0.7888002190384014,0,0,-1.150352134033923,-0.8387416843961034,0,-1.0416487561868413,-0.9280832414338016,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,-0.3408762181180675,1,1,0.5014740841312035,-0.12454741589172254,0,0.686836296767414,-0.49566128659004244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,0,1,0,1.6137012404433893,0,0,0.02453834508352634,1.1631464384965504,0,0.2723522238045647,1.2340265327849944,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
